path,extension,size_bytes,git_status,scientific_role,authoritative,manuscript_facing,sha256_or_status,legacy_candidate,temporary_generated,required_for_reproduction,safe_to_remove_candidate,contains_absolute_local_path,sensitive_information_scan
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/cython/__pycache__/setup.cpython-313.pyc,.pyc,1291,untracked,DPM analysis artifact,yes,yes,476a0b67d18d678e7ef9733bb8496b643c0af6cd0402eb7376d21d1329f34827,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/cython/checks.pyx,.pyx,10944,untracked,DPM analysis artifact,yes,yes,96fb58b96f4bdf4d3d5de4c0ef53b4d14734f536dfd7a1063abc5fc2b6c7c432,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/cython/meson.build,.build,1740,untracked,DPM analysis artifact,yes,yes,14cb69cc121a4bb726ecdb41eb7535956c5e44be82e68456a51d0f33c9758717,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/cython/setup.py,.py,859,untracked,DPM analysis artifact,yes,yes,3b3f154b2d028de51ed79d7a1d0b607c1250213934628fe613d15c415805eef2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/limited_api/__pycache__/setup.cpython-313.pyc,.pyc,839,untracked,DPM analysis artifact,yes,yes,b237fa05ba1938f59e59bb3963f368c14a3e4f7b835d3f3c5a64566dbceb81ec,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/limited_api/limited_api.c,.c,14441,untracked,DPM analysis artifact,yes,yes,540c645a356b7e5d80a61af768da263f0f973a113b68c0267898f2cc572b8bd0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/limited_api/limited_api_cython.pyx,.pyx,4991,untracked,DPM analysis artifact,yes,yes,f097e4eff0e136778b9f95a01cd266c84c9bae3b17e01bf6985f577f75ef67ae,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/limited_api/meson.build,.build,3435,untracked,DPM analysis artifact,yes,yes,0d27720a30157c04e31821bbb4bb3b3f0e5ff4bb753ff060693216c87a2ac6e0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/examples/limited_api/setup.py,.py,437,untracked,DPM analysis artifact,yes,yes,63ab60b0e179f2a7bb786d909914071b6c1a71959fa5b24b4fcbbee4e6a68ea0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test__exceptions.py,.py,2922,untracked,DPM analysis artifact,yes,yes,96e313eaf3c875fe8bbb014d1b24fec4b31968a644618385cc5a4c69eb288e81,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_abc.py,.py,2221,untracked,DPM analysis artifact,yes,yes,f72d92b097643de574a16e9db1138f64e710ef6fe65e27b5b94db23cdf77c33a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_api.py,.py,24830,untracked,DPM analysis artifact,yes,yes,8a8de65e7d39b3aa98c7d406f49fb998a6fb31e3b0c9bf2b46068795c3fba5ea,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_argparse.py,.py,2824,untracked,DPM analysis artifact,yes,yes,0d12d00f94f186e76b419efd866e5db3778ab1787f51bed0b2f118cec743497d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_array_api_info.py,.py,3064,untracked,DPM analysis artifact,yes,yes,0ea5da065100fa5eb8512be2a65f69feecf463bbd22d5fd1c7352f3f79b7a159,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_array_coercion.py,.py,35940,untracked,DPM analysis artifact,yes,yes,dc4262a56f842b233400ef70d1053bae3c2c34657ad0df0f551480bae07b5582,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_array_interface.py,.py,7843,untracked,DPM analysis artifact,yes,yes,977f55b95e2709d21e575454bccb638cfa2102022f24ff95dc643931a3eb54af,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_arraymethod.py,.py,3315,untracked,DPM analysis artifact,yes,yes,67ccb0c9a462ec65ed5f2a690f9e86df47f39ce2a82d0daccd565116d86bc77c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_arrayobject.py,.py,6837,untracked,DPM analysis artifact,yes,yes,b9165206e41aa5f911e567da0d5d114b741ea1152612c46f539ab37ade1632f2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_arrayprint.py,.py,52111,untracked,DPM analysis artifact,yes,yes,d96991880c806a50529c991e339b59ead5ba16a8d2db23dae877c41373f7d64d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_casting_floatingpoint_errors.py,.py,5082,untracked,DPM analysis artifact,yes,yes,431ab06b96ba03efacbaef26e33c1170a510037e7cda8cc59fd5907026c08224,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_casting_unittests.py,.py,41497,untracked,DPM analysis artifact,yes,yes,46cc4ce0866d18c1cda2e82f8598845a6d95845b53afbfb01590ff35c2f396ec,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_conversion_utils.py,.py,6506,untracked,DPM analysis artifact,yes,yes,e2db425fb76703ff294cc13cee86d48f2f0a0e4c37a8bc12661ad5a4b400db9a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_cpu_dispatcher.py,.py,1570,untracked,DPM analysis artifact,yes,yes,0bd96f2d7e01e5de63d81186794fffffdf75f6efc7930c0f83af463ff19e7489,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_cpu_features.py,.py,18453,untracked,DPM analysis artifact,yes,yes,0b858a4cbf6998dc221dcfb75c889aaf63ef30ed5bfe3a493a2c2516cbdfae67,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_custom_dtypes.py,.py,20236,untracked,DPM analysis artifact,yes,yes,f68f7986b57c925bb8cee3eafdb60bd8535b80b5a3560096067ff63e2fff357a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_cython.py,.py,10958,untracked,DPM analysis artifact,yes,yes,8220e498e61166e03802ad1ed7774aa22fde3bb98d494c2f8964dd6b239e1143,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_datetime.py,.py,143147,untracked,DPM analysis artifact,yes,yes,126ff9471a7ea11cd87927ab34540b7785d5043fdf9aa8efa5742e52e434f47a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_defchararray.py,.py,31161,untracked,DPM analysis artifact,yes,yes,03a67d60f73134c440dec222b079e9973c5f6fc345b4a2ebbd56421ac91c9b31,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_deprecations.py,.py,19245,untracked,DPM analysis artifact,yes,yes,781fdb14d594e37aa9bcf9cb1ba0e346fba5bafbe1cd4a2fa2e187be636adb0d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_dlpack.py,.py,8752,untracked,DPM analysis artifact,yes,yes,2730cca80cc56597f228f3c9bd6b883a457be7d0c81c343f380288455c4ad847,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_dtype.py,.py,82170,untracked,DPM analysis artifact,yes,yes,c516913ddb1513488076cccf6fe9a061c8d5552e31ef994c627561fcc457379f,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_einsum.py,.py,58232,untracked,DPM analysis artifact,yes,yes,a93befd3c9d981456bd7f0859bb447ac067a38e6d5ddcd6946744c47d790b73f,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_errstate.py,.py,4628,untracked,DPM analysis artifact,yes,yes,e1e86f96786243acded63bf5163ed2bd7c78e0e40ac9d215b3b36d3678ca647b,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_extint128.py,.py,5625,untracked,DPM analysis artifact,yes,yes,a281ce5ef6148392b6251b94bfd69eee65a5deaa035c562cf4881bf9acb9e0b0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_finfo.py,.py,2488,untracked,DPM analysis artifact,yes,yes,3973c51228fe88cc63351539ee4f366a8fe3f62f848a97e4b4526d2f6f14c2bf,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_function_base.py,.py,17600,untracked,DPM analysis artifact,yes,yes,545558cbc18c944cf790fd3315b170426c221fb2e6d37fb148245c847b4e5477,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_getlimits.py,.py,6130,untracked,DPM analysis artifact,yes,yes,41efc0b7dca7a164039f21297458e8a8431d2c0122cce84747e0b3ace39c2bb2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_half.py,.py,25126,untracked,DPM analysis artifact,yes,yes,47401dac9e81285fa243105560f1904ca1ef573b080559a81694c584806f0650,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_hashtable.py,.py,5368,untracked,DPM analysis artifact,yes,yes,3b69065299eb8ebb2fddca2b750b9a56c3a99a934f11ead3718c0311403533e1,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_indexerrors.py,.py,4713,untracked,DPM analysis artifact,yes,yes,d019c705a6b4dbf1fe8c7217db0fcdb6382ece19db83c38881bcf6098d5984cd,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_indexing.py,.py,65735,untracked,DPM analysis artifact,yes,yes,9d1a04348bd6d7cc5148e2bf92c09eed43db0d94b5a3d67d0b54e835ee8f7e7a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_item_selection.py,.py,7102,untracked,DPM analysis artifact,yes,yes,cb2753d5ae899fe55c68eb5804e8db7891494969c2da256035f9350a40a238e4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_limited_api.py,.py,9264,untracked,DPM analysis artifact,yes,yes,c61623695c5f239ae9f2d88ddf8f1c3b5c98ea13c6c9b55f82d2cdc1bdf0ccbc,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_longdouble.py,.py,12454,untracked,DPM analysis artifact,yes,yes,01315ff3d538502cf63fec1233e6feb8d04f475bafdbdd739eeb5c487c5c2c41,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_mem_overlap.py,.py,29317,untracked,DPM analysis artifact,yes,yes,038d16358b2f9c66cfc32ad9a09136a88a91ac67ad4176f21dfd0e982380c111,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_mem_policy.py,.py,16526,untracked,DPM analysis artifact,yes,yes,64a8eb408697f95c54db9691aaf387ecd8e975163e2215de9e45928583c60008,no,yes,yes,yes,no,candidate
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_memmap.py,.py,10142,untracked,DPM analysis artifact,yes,yes,7a02d9c8543802b456e431b94313327099b52d72a241e9047d535dfe2d3da56d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_multiarray.py,.py,440261,untracked,DPM analysis artifact,yes,yes,964e120033b517b0edb810f009b9be37e17706041a8a21ef77efecdd969fed8a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_multiprocessing.py,.py,1990,untracked,DPM analysis artifact,yes,yes,2712b996209a173d669d1a6971f52167d3cd247c1e23954ce2ffe41764624c19,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_multithreading.py,.py,23144,untracked,DPM analysis artifact,yes,yes,b8df17f46fa0bc90648be0806a66279c852f50e39026a92f7ea7661be192d068,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_nditer.py,.py,139357,untracked,DPM analysis artifact,yes,yes,be1eb1d9ff487fc7c754c2ea0dc3f0245d3e6035082462725115a03bb56b5b72,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_nep50_promotions.py,.py,10034,untracked,DPM analysis artifact,yes,yes,48136d08733607f2c32b4e264958e263652c816b064eb31b57dfbbe2ece1eb01,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_numeric.py,.py,159930,untracked,DPM analysis artifact,yes,yes,301adc5258511108eb3d9ea47d14c3aa41b9e6644a0eb3e4f5f6397fd2d4424c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_numerictypes.py,.py,24065,untracked,DPM analysis artifact,yes,yes,bed0d807cf81c3f41835f8068447163aa873b1c2b07cea833f8a721250f3d43c,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_overrides.py,.py,27777,untracked,DPM analysis artifact,yes,yes,1391dbce08fd891b99d8dc9094ec33ac97c574dbfb25202449fe9ec1e90ea099,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_print.py,.py,6888,untracked,DPM analysis artifact,yes,yes,58098ddd212cf5ebc1153ec27a41ef294cf3c522268329eda4aec8c7bb6a8ba0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_protocols.py,.py,1173,untracked,DPM analysis artifact,yes,yes,a5b7ee9a844d9cf8433fa3c03cd2202c750f3e598275a982a386a490ef1a7e3a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_records.py,.py,22871,untracked,DPM analysis artifact,yes,yes,03adf83cf934ece531dc2a12acb3177d98b545ab4776affbe3ab747dc95a1761,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_regression.py,.py,95478,untracked,DPM analysis artifact,yes,yes,527abff2e69f971b1d7154346419affc52ce418a07f9312c508e5f014d3e32ca,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_scalar_ctors.py,.py,6693,untracked,DPM analysis artifact,yes,yes,8d0615129de7382610d3ff32cc5cd0ede43afd150dceb4d511e6df2d610eae7e,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_scalar_methods.py,.py,12489,untracked,DPM analysis artifact,yes,yes,9d8aec8cd904d4c22f41171fe7fb18fd64cd4a9fe94014fb61aee082033dedb6,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_scalarbuffer.py,.py,5716,untracked,DPM analysis artifact,yes,yes,a442401574224a17e483d7ea7a063338f514c5f55c03365b95c72e873df18cdc,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_scalarinherit.py,.py,2587,untracked,DPM analysis artifact,yes,yes,388bd28eb96d74d4923f67391ef0d0ea9cdadda29f99f82d8b1bb565b6a1a5c8,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_scalarmath.py,.py,46207,untracked,DPM analysis artifact,yes,yes,a77ef1285dad35cb7e9c1a84540b3c2666ecef8df52b9a57c9e5aa19da7c1446,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_scalarprint.py,.py,19762,untracked,DPM analysis artifact,yes,yes,365029ff1ad4e580dcc36e3ed9b92459b928bf8a1bfe79c82ed01d0979183cfe,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_shape_base.py,.py,31733,untracked,DPM analysis artifact,yes,yes,97ec4e9f4e976672650a7a8e1044a2c7a8f7069b5392f62b33de0a57c937ebbc,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_simd.py,.py,48896,untracked,DPM analysis artifact,yes,yes,6f7f22312fb4ee881b17af2704f4093b4b7db28e5414df088d3497ca3d72ecd9,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_simd_module.py,.py,3950,untracked,DPM analysis artifact,yes,yes,14515e0b090c73b8df681c81e0c1876887c88699c1c5f3d22195baf713197fca,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_stringdtype.py,.py,84163,untracked,DPM analysis artifact,yes,yes,6c50f0167846d72e03cb4e178bd362aa52dc1d3b83561592868baffb27b34288,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_strings.py,.py,59194,untracked,DPM analysis artifact,yes,yes,746e8caf91c9ffcf67aaf7bbbc6f7ce036860b22275f8e899560a19ac65c7c76,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_ufunc.py,.py,141428,untracked,DPM analysis artifact,yes,yes,c9f4dbecbbb3192faa4ac7ba0ae309c7e987fdb8b8aa84fe44bcc08a430ceae0,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_umath.py,.py,201434,untracked,DPM analysis artifact,yes,yes,f076f371edcd8c36efb636e7a428a25f51079caeccb53743fdaeb8e3ff7e2ad4,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_umath_accuracy.py,.py,4379,untracked,DPM analysis artifact,yes,yes,7d45d72c1e380eb822bd0cc91553bd56c41e85c5927173f9d6625364fdc66c76,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_umath_complex.py,.py,23562,untracked,DPM analysis artifact,yes,yes,48f02853939105905697d250d3af1ecf306196ab7468d740a34c42f6342b8669,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/tests/test_unicode.py,.py,12987,untracked,DPM analysis artifact,yes,yes,802b0821b8dbd702d7dd95c9cd4c6e2b940e180b007837968cac788f04aad808,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/umath.py,.py,2117,untracked,DPM analysis artifact,yes,yes,fabc529bdfcc632ae82bcaaa5539494802757e5a52c492999e2ebfe10f396987,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_core/umath.pyi,.pyi,3693,untracked,DPM analysis artifact,yes,yes,c50bbf2bbfec93d6d3fce125b0d798927f9dee625e87d98220d43ef4dcc2eb8d,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_distributor_init.py,.py,421,untracked,DPM analysis artifact,yes,yes,14148976054795071ae41ad011560fa059ba2924c98481675ad59b1241214d2a,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_distributor_init.pyi,.pyi,27,untracked,DPM analysis artifact,yes,yes,e88bcccc09abd3e67aa2a4e465c81782b909ad05d5323062876019bcb74380e1,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_expired_attrs_2_0.py,.py,3775,untracked,DPM analysis artifact,yes,yes,a6cf0f96202d89f172abe6ad706fe252ba7672ee35091722bd70870c83a0426f,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_expired_attrs_2_0.pyi,.pyi,1239,untracked,DPM analysis artifact,yes,yes,124d44d037c270f3fe28ff8b9b408a64f6b39307503ffc56ad49d291c308a233,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_globals.py,.py,4156,untracked,DPM analysis artifact,yes,yes,fe13921c6f4a00bd12891da7d800f2a42f878c067d8ed881ddf0af3fbace3a36,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_globals.pyi,.pyi,280,untracked,DPM analysis artifact,yes,yes,22b1c72179a26d7ce02b45549440902f0e08124bde5d21e8fd95a74e47e72dee,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/__init__.py,.py,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/__init__.pyi,.pyi,0,untracked,DPM analysis artifact,yes,yes,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/__pycache__/__init__.cpython-313.pyc,.pyc,235,untracked,DPM analysis artifact,yes,yes,32d22a87d991e6f236e77323f742e5636c42efe533e14a6d607e59aeedfac3fc,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/__pycache__/hook-numpy.cpython-313.pyc,.pyc,963,untracked,DPM analysis artifact,yes,yes,a180179537ca16884bb7bb21be7a4ccb79a8077a57b29ce6745a9adac5d4ba87,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/hook-numpy.py,.py,1339,untracked,DPM analysis artifact,yes,yes,718e49402d6d0726ad3300413cce136164fb888ee4a6525218620bfb81ea4fb2,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/hook-numpy.pyi,.pyi,150,untracked,DPM analysis artifact,yes,yes,cdf57bf39370dea02290ab558abe4bdd5c1b6cb7f3f0ec126a4b8de4b2eb041f,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/tests/__init__.py,.py,329,untracked,DPM analysis artifact,yes,yes,a5d3db093470a4225a9a5caf222f4765396a02f2b91cf6c6bb7a0c03472ed91b,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/tests/__pycache__/__init__.cpython-313.pyc,.pyc,612,untracked,DPM analysis artifact,yes,yes,8e24eb598ba76213d09296a8413f46a32a57aae5bc9641282593fb109160595f,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/tests/__pycache__/pyinstaller-smoke.cpython-313.pyc,.pyc,2637,untracked,DPM analysis artifact,yes,yes,bae1aa5a39da16f33791940c53d6e5d1bdc9151015caee83829a037928168e5d,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/tests/__pycache__/test_pyinstaller.cpython-313.pyc,.pyc,2005,untracked,DPM analysis artifact,yes,yes,e962e1837a61239d36be5cd165f174682ecf367373b4b0902cdaa8968608fee1,no,yes,yes,yes,no,not scanned (binary/large)
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/tests/pyinstaller-smoke.py,.py,1143,untracked,DPM analysis artifact,yes,yes,ea22fe787310686debc674b912072fac2a84966f5a28bd3b0a3af51592525e5b,no,yes,yes,yes,no,no
Ripple/.venv/lib/python3.13/site-packages/numpy/_pyinstaller/tests/test_pyinstaller.py,.py,1135,untracked,DPM analysis artifact,yes,yes,f0afbb43199fa17086d0dc11d1b84880236b0e31a5ad3cd69eb475b11f1bb605,no,yes,yes,yes,no,no
